               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  22,            0.031004,            0.018011,            0.024569,             0.67572,             0.76198,              0.7443,             0.47419,            0.024057,           0.0064431,           0.0065683,           0.0074013,           0.0074013,           0.0074013
                  23,              0.0306,            0.018242,            0.024585,              0.6918,             0.76436,             0.74981,             0.48168,            0.023708,           0.0064718,           0.0077425,           0.0072775,           0.0072775,           0.0072775
                  24,            0.030426,            0.017982,            0.024073,             0.71338,             0.76265,             0.76586,             0.49031,            0.023475,           0.0063118,           0.0070239,           0.0071538,           0.0071538,           0.0071538
                  25,            0.030436,            0.018004,            0.023299,             0.70115,             0.76108,              0.7585,             0.49626,            0.023798,           0.0064347,           0.0071885,             0.00703,             0.00703,             0.00703
                  26,            0.030028,            0.017846,            0.023041,             0.72614,             0.75918,             0.74576,             0.47987,            0.023559,           0.0063913,           0.0087504,           0.0069063,           0.0069063,           0.0069063
                  27,            0.029361,            0.017679,            0.022152,             0.69689,             0.74427,              0.7566,             0.48623,            0.023707,           0.0063856,           0.0068122,           0.0067825,           0.0067825,           0.0067825
                  28,            0.029801,            0.017942,            0.022299,             0.69673,             0.77788,             0.77737,             0.50393,            0.023977,           0.0063888,            0.006644,           0.0066587,           0.0066587,           0.0066587
                  29,            0.030403,             0.01779,            0.022475,             0.70634,             0.79498,             0.77119,             0.49021,            0.023694,           0.0064267,           0.0067551,            0.006535,            0.006535,            0.006535
                  30,            0.029791,            0.017812,            0.022243,             0.69154,             0.76289,             0.78009,             0.50592,            0.023188,           0.0062588,           0.0058893,           0.0064112,           0.0064112,           0.0064112
                  31,            0.029108,            0.017906,            0.021092,             0.74739,               0.796,              0.7885,             0.50438,             0.02279,           0.0063171,           0.0058477,           0.0062875,           0.0062875,           0.0062875
                  32,            0.029424,            0.017984,            0.021913,             0.72657,             0.77117,             0.78155,             0.49874,            0.022858,           0.0063403,           0.0061238,           0.0061637,           0.0061637,           0.0061637
                  33,            0.029127,             0.01748,            0.020519,             0.73499,             0.76844,             0.79773,             0.51626,            0.023154,           0.0062331,           0.0057548,             0.00604,             0.00604,             0.00604
                  34,            0.029214,            0.017572,            0.019997,             0.74879,             0.78944,             0.80452,             0.53067,            0.022384,           0.0062271,           0.0053954,           0.0059163,           0.0059163,           0.0059163
                  35,            0.028906,            0.017552,            0.020002,              0.7638,             0.79563,             0.80463,             0.52138,             0.02254,           0.0062248,           0.0060686,           0.0057925,           0.0057925,           0.0057925
                  36,            0.028566,            0.017594,            0.020285,             0.72048,             0.82538,             0.78185,             0.51206,            0.022814,           0.0062801,           0.0058144,           0.0056688,           0.0056688,           0.0056688
                  37,            0.028448,            0.017534,            0.019429,             0.76153,             0.80542,             0.81273,             0.53294,             0.02261,           0.0061039,           0.0054355,            0.005545,            0.005545,            0.005545
                  38,            0.028009,            0.017095,              0.0203,              0.7229,             0.77841,             0.78114,             0.51708,            0.021912,           0.0061211,           0.0059186,           0.0054212,           0.0054212,           0.0054212
                  39,            0.028419,            0.017414,             0.01969,             0.74023,             0.81338,             0.81081,              0.5331,            0.022281,           0.0060551,           0.0048803,           0.0052975,           0.0052975,           0.0052975
                  40,            0.027842,            0.017265,            0.019867,             0.75171,             0.80208,             0.82004,             0.54311,            0.022502,           0.0061233,           0.0053057,           0.0051737,           0.0051737,           0.0051737
                  41,            0.028113,            0.017442,            0.018652,              0.7357,             0.81273,             0.80781,             0.52208,            0.022723,            0.006249,           0.0057856,             0.00505,             0.00505,             0.00505
                  42,            0.027752,            0.017087,            0.018656,              0.7359,             0.81611,             0.80612,              0.5437,            0.022439,           0.0061761,           0.0054408,           0.0049263,           0.0049263,           0.0049263
                  43,            0.028085,            0.017247,            0.019203,             0.73425,             0.80983,             0.81645,             0.53642,            0.022302,           0.0061379,           0.0049007,           0.0048025,           0.0048025,           0.0048025
                  44,            0.027402,            0.017115,            0.017927,             0.76845,             0.79898,             0.80435,             0.53241,            0.022054,           0.0061136,            0.004831,           0.0046788,           0.0046788,           0.0046788
                  45,            0.027357,            0.016952,            0.018189,             0.75561,             0.81468,             0.82111,             0.54515,            0.021873,           0.0060735,           0.0047837,            0.004555,            0.004555,            0.004555
                  46,            0.027377,            0.016889,            0.018183,             0.78959,             0.79793,             0.82666,              0.5568,             0.02154,           0.0060566,           0.0052247,           0.0044313,           0.0044313,           0.0044313
                  47,            0.026986,            0.017017,            0.017562,             0.73817,             0.83458,             0.81967,             0.55552,            0.021576,           0.0060091,           0.0053226,           0.0043075,           0.0043075,           0.0043075
                  48,            0.027002,            0.017057,            0.016918,             0.75376,             0.81143,             0.81577,             0.54321,            0.021775,             0.00606,           0.0050533,           0.0041837,           0.0041837,           0.0041837
                  49,            0.026913,            0.016746,             0.01727,             0.77947,             0.82625,               0.819,             0.54071,            0.021997,           0.0061125,           0.0052147,             0.00406,             0.00406,             0.00406
                  50,            0.026562,            0.016824,            0.016789,             0.75952,             0.82049,              0.8161,             0.54173,            0.021732,           0.0061234,            0.004968,           0.0039362,           0.0039362,           0.0039362
                  51,            0.027282,            0.016787,            0.016657,             0.77876,             0.82502,             0.82594,             0.54993,            0.021735,           0.0060959,           0.0052272,           0.0038125,           0.0038125,           0.0038125
                  52,            0.026397,            0.016619,            0.016783,             0.75806,             0.80934,             0.81259,             0.54689,            0.021845,           0.0060675,           0.0052338,           0.0036888,           0.0036888,           0.0036888
                  53,            0.026509,            0.016705,            0.017405,             0.76563,              0.8192,             0.82389,             0.54877,             0.02108,           0.0061025,           0.0045532,            0.003565,            0.003565,            0.003565
                  54,            0.026367,            0.016627,            0.016383,             0.76304,             0.80526,             0.82938,             0.55298,            0.021583,           0.0060289,           0.0045841,           0.0034413,           0.0034413,           0.0034413
                  55,            0.026303,            0.016187,            0.016673,             0.80338,             0.82621,             0.84123,             0.55217,            0.021942,           0.0061647,           0.0042725,           0.0033175,           0.0033175,           0.0033175
                  56,            0.026075,            0.016518,            0.016556,             0.79296,             0.82971,              0.8288,             0.55307,            0.021539,           0.0061543,           0.0045034,           0.0031938,           0.0031938,           0.0031938
                  57,            0.026078,            0.016598,            0.015148,             0.78571,             0.83131,             0.83497,             0.56402,            0.021446,           0.0060624,           0.0043552,             0.00307,             0.00307,             0.00307
                  58,              0.0257,             0.01652,            0.015747,             0.78572,             0.81338,             0.83654,              0.5655,            0.021543,            0.006071,            0.004333,           0.0029462,           0.0029462,           0.0029462
                  59,            0.025194,            0.015991,            0.015674,             0.83261,             0.79528,             0.84821,             0.57909,            0.021384,           0.0060031,           0.0045106,           0.0028225,           0.0028225,           0.0028225
                  60,            0.025271,            0.016274,            0.015234,             0.78708,             0.83911,             0.84593,             0.56779,            0.021421,           0.0059746,           0.0044737,           0.0026987,           0.0026987,           0.0026987
                  61,            0.025282,            0.016351,            0.015317,             0.79534,             0.81463,             0.84524,             0.57182,             0.02106,             0.00595,           0.0051292,            0.002575,            0.002575,            0.002575
                  62,            0.025135,            0.016149,            0.015496,             0.78822,              0.8161,             0.84176,             0.56758,             0.02125,           0.0060188,           0.0048314,           0.0024513,           0.0024513,           0.0024513
                  63,            0.024975,            0.016031,            0.014233,             0.82975,             0.78752,             0.85693,             0.57484,            0.021305,            0.005928,           0.0046483,           0.0023275,           0.0023275,           0.0023275
                  64,            0.024537,            0.015841,            0.014421,             0.81936,             0.80932,             0.84976,             0.57639,            0.021062,           0.0058829,           0.0042955,           0.0022038,           0.0022038,           0.0022038
                  65,            0.024523,            0.015861,            0.013851,             0.81867,             0.80726,             0.84396,             0.57084,             0.02095,           0.0059305,           0.0038413,             0.00208,             0.00208,             0.00208
                  66,            0.024394,            0.015757,            0.014026,             0.77693,             0.83631,             0.84417,             0.57667,             0.02103,           0.0058853,           0.0040439,           0.0019563,           0.0019563,           0.0019563
                  67,            0.024329,            0.015836,            0.014303,             0.81685,             0.79988,             0.84602,             0.57288,            0.021058,           0.0059838,           0.0043108,           0.0018325,           0.0018325,           0.0018325
                  68,            0.023676,            0.015582,            0.013924,             0.81873,             0.83117,             0.85354,             0.58021,            0.021049,           0.0059869,           0.0036685,           0.0017087,           0.0017087,           0.0017087
                  69,            0.024104,            0.015746,            0.013135,             0.79963,             0.83297,             0.85602,             0.58289,            0.020897,           0.0059611,            0.003883,            0.001585,            0.001585,            0.001585
                  70,            0.023571,            0.015694,            0.013576,             0.81516,             0.83104,             0.85974,             0.58448,            0.020972,           0.0059971,           0.0039956,           0.0014612,           0.0014612,           0.0014612
                  71,             0.02335,            0.015706,            0.012341,             0.82684,             0.81743,             0.85742,              0.5814,            0.020976,           0.0059409,           0.0036893,           0.0013375,           0.0013375,           0.0013375
                  72,            0.023618,            0.015539,            0.013743,             0.83217,             0.80569,             0.85764,             0.58555,            0.020861,           0.0059593,           0.0041127,           0.0012138,           0.0012138,           0.0012138
                  73,            0.023543,            0.015505,            0.012676,             0.80535,             0.82917,             0.85342,             0.58196,            0.020824,           0.0059422,           0.0038041,             0.00109,             0.00109,             0.00109
                  74,            0.023035,            0.015532,            0.013195,             0.79129,             0.83589,             0.84868,              0.5817,            0.020936,           0.0059344,           0.0040781,          0.00096625,          0.00096625,          0.00096625
                  75,            0.022951,            0.015531,            0.012235,             0.81481,             0.83825,             0.85182,             0.58302,            0.021017,           0.0059618,           0.0038724,           0.0008425,           0.0008425,           0.0008425
                  76,            0.023038,            0.015451,            0.012815,              0.8164,              0.8282,               0.853,             0.58913,            0.020913,           0.0059322,           0.0040682,          0.00071875,          0.00071875,          0.00071875
                  77,            0.022517,            0.015248,            0.011743,             0.81401,             0.82901,              0.8528,             0.58687,            0.021023,           0.0059398,           0.0039941,            0.000595,            0.000595,            0.000595
                  78,            0.022555,            0.015371,            0.011916,             0.80927,             0.82806,             0.84911,             0.58723,             0.02093,           0.0059456,           0.0039861,          0.00047125,          0.00047125,          0.00047125
                  79,            0.022407,            0.015203,            0.011422,             0.82269,             0.81705,             0.84659,             0.58448,            0.020928,           0.0059622,            0.004008,           0.0003475,           0.0003475,           0.0003475
